,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,9.940000000000001,10.38,10.56,11.939999999999998,12.64,12.68,14.76,15.100000000000003,17.14,17.119999999999997,17.940000000000005,19.560000000000002,20.600000000000005,21.120000000000005,22.699999999999996,24.74,25.120000000000008,25.319999999999997,27.6,29.44,30.54,30.28,32.38,34.22,36.739999999999995,38.46,39.61999999999999,40.19999999999999,41.28,45.98,46.619999999999976,45.80000000000001,48.280000000000015,51.7,52.28,55.220000000000006,55.879999999999974,57.68,59.23999999999998,61.46000000000002,61.80000000000001,65.16,68.83999999999999,71.26,71.1,75.02000000000001,76.52000000000002,76.58000000000001,78.6,81.86,83.58,86.39999999999998,87.97999999999999,91.06000000000002,91.29999999999998,95.45999999999998,96.11999999999999,99.65999999999998,101.94,104.89999999999999,105.93999999999997,110.52000000000001,110.91999999999999,116.09999999999995,114.69999999999999,120.16000000000001,119.13999999999999,122.98,125.83999999999996,130.88
1,20.759999999999994,22.500000000000007,21.46,25.160000000000004,27.979999999999997,28.140000000000004,31.5,33.22000000000001,42.06,43.33999999999999,43.96,48.940000000000005,51.64000000000001,53.81999999999999,60.099999999999994,64.55999999999999,64.32,69.13999999999997,73.1,83.58000000000001,78.77999999999996,84.11999999999999,89.82,93.63999999999999,107.22000000000003,103.07999999999998,114.44000000000004,113.21999999999998,128.52,135.91999999999996,138.31999999999996,137.62000000000006,151.00000000000006,164.43999999999997,164.10000000000002,174.30000000000007,177.04,176.60000000000005,185.91999999999996,196.8,199.80000000000007,213.79999999999998,220.70000000000002,238.89999999999998,231.01999999999992,256.2600000000001,264.76000000000005,258.70000000000005,278.09999999999997,287.32000000000005,289.8,301.5,319.58000000000004,321.6399999999999,336.9999999999999,357.04,347.4200000000001,364.84,384.98000000000013,408.18,409.88000000000005,417.0400000000001,434.95999999999987,445.2200000000001,444.9600000000001,464.6,485.06000000000006,469.5399999999999,487.43999999999994,516.1800000000001
2,29.400000000000002,29.92000000000001,31.24,36.52,40.38,44.06,48.1,49.99999999999999,57.280000000000015,58.24000000000001,67.70000000000002,66.96,84.46,77.10000000000001,92.44,107.5,106.04000000000002,106.14,107.02000000000002,137.47999999999993,142.3,136.35999999999996,148.35999999999999,165.62000000000003,162.38000000000002,165.64000000000001,195.66,192.24,195.73999999999998,214.03999999999996,211.84,221.01999999999998,242.42,277.79999999999995,256.28,284.75999999999993,301.38,317.47999999999996,326.0799999999999,321.25999999999993,328.24,339.24000000000007,373.79999999999995,363.2200000000001,388.02,402.99999999999994,470.9000000000001,428.06000000000006,473.16000000000014,488.92,490.17999999999995,490.2199999999998,550.5200000000002,554.86,625.0399999999998,640.7599999999999,576.9000000000001,643.46,691.7199999999999,717.32,682.1799999999998,723.68,771.4199999999998,770.86,761.6800000000003,819.9199999999997,837.6600000000002,825.1999999999999,828.2200000000003,901.4399999999999
3,26.480000000000008,27.96,28.24,33.8,38.16000000000001,38.56000000000001,42.8,46.50000000000001,55.160000000000025,55.50000000000001,58.37999999999999,64.95999999999998,69.71999999999998,73.55999999999999,83.74000000000004,86.27999999999997,86.23999999999998,95.20000000000002,100.09999999999998,113.36,116.83999999999999,115.03999999999998,128.4,136.31999999999996,143.9,152.09999999999997,162.84000000000003,165.02000000000004,169.18000000000006,193.80000000000004,196.48000000000005,194.57999999999998,209.37999999999994,227.2,236.98,243.19999999999996,249.35999999999999,264.59999999999997,274.58000000000004,282.9,282.12000000000006,297.32,324.5400000000001,332.17999999999995,340.2800000000001,357.44,377.5,375.17999999999995,391.17999999999984,410.68000000000006,422.81999999999994,438.3,460.22,467.05999999999983,488.42,499.09999999999985,499.5600000000001,530.1,550.78,555.82,569.2800000000001,587.7400000000002,616.6,627.1399999999998,629.5999999999998,669.1799999999998,679.8199999999999,686.3000000000001,709.8800000000002,734.9199999999997
4,48.220000000000006,50.74,47.45999999999999,60.74,71.30000000000001,71.25999999999998,80.82,83.76000000000002,98.48000000000002,104.77999999999999,111.60000000000001,119.41999999999996,132.96,140.74,160.54000000000002,172.86,167.94000000000003,190.38,187.01999999999998,231.36,226.58000000000004,221.11999999999992,258.79999999999995,273.87999999999994,282.4,294.8799999999999,338.46000000000004,335.35999999999996,345.9200000000001,394.94,390.78000000000003,396.59999999999997,434.53999999999996,470.59999999999997,489.60000000000014,504.16,508.62,552.4000000000001,570.2,584.7600000000001,577.2800000000001,614.9400000000002,685.6999999999998,693.5600000000001,692.3800000000001,741.6800000000001,805.0000000000001,794.0200000000001,829.0599999999998,878.12,881.3799999999997,909.4800000000002,972.3600000000004,983.9599999999999,1062.66,1076.6399999999999,1056.9399999999998,1153.5999999999997,1207.6999999999998,1199.7800000000004,1236.1800000000003,1271.14,1361.24,1334.84,1378.02,1449.7800000000002,1506.3999999999999,1474.6,1542.8799999999997,1606.9800000000002
5,28.379999999999995,29.619999999999994,29.979999999999993,34.36000000000001,36.12,36.36000000000001,41.720000000000006,42.75999999999999,48.760000000000005,48.34000000000001,50.339999999999996,55.04000000000001,58.199999999999996,59.099999999999994,63.33999999999999,68.4,69.46000000000001,70.89999999999998,76.68000000000002,81.17999999999999,84.90000000000002,84.99999999999997,89.6,94.86,101.43999999999998,105.80000000000001,108.98,111.00000000000003,114.07999999999997,125.49999999999999,126.89999999999999,125.89999999999996,133.06,140.82,143.74,149.88,152.67999999999992,157.58,161.36,167.55999999999997,168.29999999999998,177.15999999999994,186.88000000000005,193.09999999999994,193.36,202.00000000000006,206.98000000000002,207.71999999999997,213.24,220.85999999999999,224.72,231.9,238.72,244.55999999999997,246.24,255.46000000000004,257.96000000000004,266.79999999999995,272.88,281.82,283.76000000000005,295.8800000000001,297.0999999999999,310.65999999999997,306.19999999999993,319.85999999999996,317.93999999999994,327.94,336.15999999999997,348.31999999999994
6,28.159999999999997,29.359999999999992,29.779999999999998,33.88000000000001,35.86,36.120000000000005,41.52000000000002,42.519999999999996,48.339999999999996,48.12000000000002,49.98,54.800000000000004,57.839999999999996,58.93999999999999,63.040000000000006,67.98,69.27999999999999,70.58,76.26000000000002,80.98,84.56000000000003,84.64000000000001,89.32000000000004,94.67999999999998,100.99999999999999,105.53999999999999,108.66000000000003,110.82000000000001,113.67999999999999,125.31999999999998,126.89999999999998,125.57999999999998,132.74,140.73999999999995,143.76000000000002,149.72,152.43999999999997,157.38000000000002,161.42000000000002,167.49999999999997,168.20000000000002,177.05999999999995,186.82,192.85999999999996,193.30000000000004,201.96000000000006,206.8,207.79999999999993,213.02000000000004,220.73999999999998,224.73999999999998,231.86,238.59999999999997,244.38,246.18,255.46000000000004,257.96,266.69999999999993,272.79999999999995,281.65999999999997,283.54,295.7000000000001,297.14,310.62,306.24,319.70000000000005,317.87999999999994,327.76000000000005,336.14,348.23999999999995
7,44.04,46.419999999999995,46.08000000000001,55.160000000000004,59.459999999999994,63.96,69.72,73.46000000000001,84.36,85.89999999999998,93.82000000000002,100.02,109.47999999999999,113.86000000000001,128.32,129.02,131.36,143.92,149.74,166.44,171.44000000000005,171.38000000000005,188.56,199.78,210.04,220.69999999999996,239.08,241.46,249.99999999999997,270.82,272.32000000000005,280.0999999999999,295.12,314.20000000000005,325.44,338.0599999999999,344.71999999999997,359.38000000000005,377.53999999999996,384.46,387.78000000000003,408.58,437.36000000000007,443.1599999999999,453.5,476.2400000000002,499.4599999999999,500.33999999999986,525.3799999999999,545.0000000000001,554.0799999999999,574.4599999999998,598.4399999999999,601.5600000000002,628.0200000000001,650.5400000000001,652.0999999999998,680.6400000000001,705.6200000000001,715.38,725.62,751.46,774.8199999999999,792.1800000000002,804.98,834.5,859.2799999999999,867.6799999999998,893.6799999999998,911.4599999999998
8,81.61999999999999,84.29999999999998,79.97999999999998,101.77999999999999,114.99999999999997,121.27999999999997,134.24,138.52000000000004,157.05999999999997,167.04000000000002,181.7199999999999,192.96,217.85999999999999,224.80000000000004,259.63999999999993,269.59999999999997,260.73999999999995,303.41999999999996,292.54,359.32,351.32,345.18,403.58000000000004,421.2199999999999,433.99999999999994,448.88,512.52,514.02,533.44,581.1,573.4599999999999,594.1799999999998,639.9000000000001,701.0399999999997,715.9800000000001,744.4800000000001,739.5800000000002,806.5600000000003,829.3400000000003,851.8399999999999,848.7399999999998,887.6200000000001,986.0600000000003,996.6800000000001,986.1600000000002,1048.5399999999997,1136.7999999999997,1134.78,1191.96,1240.7200000000003,1240.22,1272.72,1353.8400000000004,1371.7599999999998,1482.6999999999998,1493.1000000000001,1480.5,1599.82,1658.8000000000006,1646.8000000000002,1689.5999999999997,1746.7600000000004,1840.1600000000003,1806.4000000000005,1916.2200000000003,1939.38,2053.1400000000003,2004.1,2073.5,2159.6000000000004
9,27.54,28.839999999999993,29.360000000000007,33.16,35.199999999999996,35.580000000000005,40.620000000000005,41.8,47.600000000000016,47.459999999999994,49.26000000000001,54.24000000000001,57.32,58.35999999999999,62.34,67.20000000000002,68.66,69.85999999999999,75.5,80.57999999999997,83.88000000000002,83.99999999999999,88.57999999999998,94.06,100.11999999999999,105.02,108.06,110.22000000000003,113.04000000000003,124.73999999999998,126.38,125.0,132.06,140.1,143.3,149.12,151.95999999999995,157.0,161.03999999999996,166.86,167.78,176.61999999999992,186.42000000000004,192.38000000000002,192.92000000000002,201.78000000000006,206.30000000000004,207.35999999999999,212.56000000000003,220.29999999999998,224.39999999999998,231.67999999999998,238.21999999999994,243.96000000000004,245.88000000000005,255.06000000000006,257.66,266.36000000000007,272.47999999999996,281.15999999999997,283.18000000000006,295.3800000000001,296.79999999999995,310.42,305.92,319.4,317.7,327.40000000000003,335.94,348.03999999999996
10,48.56000000000002,51.1,50.36,60.419999999999995,65.46000000000001,69.58000000000001,76.33999999999999,81.94000000000003,93.76,95.35999999999999,102.04,110.82000000000001,122.26,125.17999999999999,142.94000000000003,145.21999999999997,144.67999999999998,159.33999999999997,166.32000000000002,185.72,191.72,190.58,212.52,220.73999999999995,236.06000000000006,243.48,265.1,269.49999999999994,276.44000000000005,301.4,306.11999999999995,308.56000000000006,331.04,354.9800000000001,364.59999999999997,376.11999999999995,384.08000000000004,405.17999999999995,420.08,427.31999999999994,433.1600000000001,454.34000000000003,487.98,498.34000000000003,507.75999999999993,532.26,555.7,557.14,588.8199999999998,609.18,619.84,638.5400000000001,669.9399999999999,673.4599999999999,704.1999999999998,721.9999999999999,726.44,764.4600000000003,785.98,797.0600000000001,813.5600000000002,842.9599999999998,863.3800000000001,882.8599999999999,896.4199999999998,931.0999999999998,960.4200000000001,965.6600000000005,995.7,1022.7199999999999
